LINK_MODEL_BASED::ORIGINAL::LEFT_KNEE_ANGLE
File	Frame	X 	Y 	Z 
 - 	1249	-11.774507	-0.963350	13.918113
 - 	1250	-10.122766	-0.968271	14.953170
 - 	1251	-8.600929	-1.078835	16.029890
 - 	1252	-7.183306	-1.279207	17.034510
 - 	1253	-5.905780	-1.514483	17.920628
 - 	1254	-4.826474	-1.753273	18.541481
 - 	1255	-3.952306	-2.004533	18.746033
 - 	1256	-3.214797	-2.267958	18.644688
 - 	1257	-2.522465	-2.496510	18.628441
 - 	1258	-1.842543	-2.624223	19.026646
 - 	1259	-1.241611	-2.628718	19.755350
 - 	1260	-0.850834	-2.557415	20.367386
 - 	1261	-0.780822	-2.487883	20.491350
 - 	1262	-1.057456	-2.467276	20.183104
 - 	1263	-1.625905	-2.489837	19.812050
 - 	1264	-2.399204	-2.523327	19.665743
 - 	1265	-3.304800	-2.548652	19.716681
 - 	1266	-4.312826	-2.571938	19.714529
 - 	1267	-5.457902	-2.600313	19.435675
 - 	1268	-6.853820	-2.612068	18.857973
 - 	1269	-8.682301	-2.554879	18.127636
 - 	1270	-11.153117	-2.375192	17.353971
 - 	1271	-14.433117	-2.063959	16.466866
 - 	1272	-18.556293	-1.686253	15.343935
 - 	1273	-23.391008	-1.358781	14.055935
 - 	1274	-28.710714	-1.180126	12.879661
 - 	1275	-34.297215	-1.154626	12.044208
 - 	1276	-39.980778	-1.179726	11.541872
 - 	1277	-45.601639	-1.147034	11.203504
 - 	1278	-50.953087	-1.079756	10.863142
 - 	1279	-55.765358	-1.152369	10.387457
 - 	1280	-59.741486	-1.554094	9.640088
 - 	1281	-62.646099	-2.325587	8.561524
 - 	1282	-64.414001	-3.312456	7.276772
 - 	1283	-65.178764	-4.269131	6.045467
 - 	1284	-65.174843	-5.033791	5.128355
 - 	1285	-64.591286	-5.609128	4.736383
 - 	1286	-63.479362	-6.072752	5.048399
 - 	1287	-61.736935	-6.474722	6.170950
 - 	1288	-59.143566	-6.834890	7.997699
 - 	1289	-55.451591	-7.140586	10.117129
 - 	1290	-50.531384	-7.340612	11.961915
 - 	1291	-44.465202	-7.389668	13.160482
 - 	1292	-37.488049	-7.242950	13.791291
 - 	1293	-29.859606	-6.810812	14.280099
 - 	1294	-21.866232	-6.031086	15.061897
 - 	1295	-13.957977	-4.972050	16.350245
 - 	1296	-6.776204	-3.754498	18.077194
 - 	1297	-0.987398	-2.467943	19.969061
 - 	1298	2.964638	-1.243983	21.831697
 - 	1299	5.087527	-0.249052	23.746220
 - 	1300	5.828933	0.422847	25.821606
 - 	1301	5.729402	0.757965	27.790339
 - 	1302	5.067076	0.768919	29.085459
 - 	1303	3.842552	0.475633	29.367235
 - 	1304	2.064415	-0.094998	28.742529
 - 	1305	-0.038918	-0.898865	27.569660
 - 	1306	-2.133891	-1.829501	26.283476
 - 	1307	-4.013966	-2.688459	25.255350
 - 	1308	-5.667101	-3.252966	24.679087
 - 	1309	-7.192157	-3.398262	24.609394
 - 	1310	-8.697163	-3.151136	25.015917
 - 	1311	-10.240842	-2.644680	25.704470
 - 	1312	-11.806569	-2.041967	26.281448
 - 	1313	-13.295700	-1.484648	26.321297
 - 	1314	-14.539536	-1.076992	25.581606
 - 	1315	-15.334106	-0.891622	24.088087
 - 	1316	-15.537068	-0.967926	22.095419
 - 	1317	-15.196563	-1.280166	19.979923
 - 	1318	-14.566132	-1.699723	18.091730
 - 	1319	-13.966755	-2.010301	16.624998
 - 	1320	-13.628254	-2.005574	15.631679
 - 	1321	-13.618987	-1.634281	15.171365
 - 	1322	-13.872478	-1.075621	15.348938
 - 	1323	-14.259002	-0.628809	16.122814
 - 	1324	-14.638102	-0.500502	17.155102
 - 	1325	-14.900446	-0.699200	17.988348
 - 	1326	-15.023823	-1.079088	18.356182
 - 	1327	-15.084869	-1.430303	18.221352
 - 	1328	-15.203650	-1.564169	17.643354
 - 	1329	-15.485407	-1.386868	16.830397
 - 	1330	-15.979916	-0.927013	16.164532
 - 	1331	-16.639975	-0.308958	15.864120
 - 	1332	-17.311123	0.289936	15.668307
 - 	1333	-17.813471	0.708296	15.056640
 - 	1334	-18.101278	0.941519	13.733140
 - 	1335	-18.322311	1.213692	11.797430
 - 	1336	-18.631599	1.766244	9.546535
 - 	1337	-18.959459	2.625162	7.183560
 - 	1338	-19.029709	3.657414	4.725571
 - 	1339	-18.620459	4.625659	2.253837
 - 	1340	-17.785923	5.180551	0.141186
 - 	1341	-16.799528	5.057318	-1.117347
 - 	1342	-15.939571	4.248588	-1.221624
 - 	1343	-15.361869	2.944830	-0.190639
 - 	1344	-15.076590	1.438728	1.672982
 - 	1345	-14.975364	0.080013	3.862610
 - 	1346	-14.880035	-0.808791	5.787934
 - 	1347	-14.589394	-1.059967	6.990583
 - 	1348	-13.938186	-0.741598	7.451281
 - 	1349	-12.869890	-0.101197	7.751657
 - 	1350	-11.477431	0.610185	8.764485
 - 	1351	-9.973677	1.251866	11.003201
 - 	1352	-8.610251	1.740904	14.242239
 - 	1353	-7.584540	1.971363	17.725092
 - 	1354	-6.976699	1.841146	20.666489
 - 	1355	-6.746117	1.344150	22.671816
 - 	1356	-6.766115	0.628410	23.879629
 - 	1357	-6.871710	-0.040547	24.690546
 - 	1358	-6.933508	-0.417555	25.262852
 - 	1359	-6.924852	-0.430357	25.354671
 - 	1360	-6.905560	-0.218373	24.713646
 - 	1361	-6.946728	-0.015423	23.462790
 - 	1362	-7.081038	0.036302	22.071270
 - 	1363	-7.300528	-0.015306	21.134737
 - 	1364	-7.591629	-0.015941	21.143358
 - 	1365	-7.978948	0.123893	22.162148
 - 	1366	-8.517619	0.353092	23.666706
 - 	1367	-9.239307	0.546882	24.923561
 - 	1368	-10.116478	0.613131	25.625244
 - 	1369	-11.032179	0.545565	26.011019
 - 	1370	-11.772505	0.420352	26.372213
 - 	1371	-12.129776	0.340392	26.659676
 - 	1372	-12.047095	0.333827	26.644081
 - 	1373	-11.668176	0.316022	26.279125
 - 	1374	-11.288877	0.190946	25.776138
 - 	1375	-11.221764	-0.039000	25.393288
 - 	1376	-11.609228	-0.294911	25.219795
 - 	1377	-12.349053	-0.527973	25.085606
 - 	1378	-13.217485	-0.762615	24.670298
 - 	1379	-14.027852	-1.036540	23.839561
 - 	1380	-14.664983	-1.354142	22.889256
 - 	1381	-15.065536	-1.704005	22.318924
 - 	1382	-15.233479	-2.073349	22.333961
 - 	1383	-15.224627	-2.450464	22.665939
 - 	1384	-15.103405	-2.827505	22.810946
 - 	1385	-14.956328	-3.190074	22.314533
 - 	1386	-14.911232	-3.516634	21.019348
 - 	1387	-15.101543	-3.789166	19.222305
 - 	1388	-15.613449	-4.005044	17.456892
 - 	1389	-16.444891	-4.187344	16.102247
 - 	1390	-17.499424	-4.362452	15.318870
 - 	1391	-18.640856	-4.521222	15.195646
 - 	1392	-19.777090	-4.617247	15.692835
 - 	1393	-20.906713	-4.589502	16.467163
 - 	1394	-22.089348	-4.379037	16.980770
 - 	1395	-23.335978	-3.959180	16.906620
 - 	1396	-24.472368	-3.386156	16.401018
 - 	1397	-25.095404	-2.813201	15.931719
 - 	1398	-24.717344	-2.413179	15.801477
 - 	1399	-23.065592	-2.264612	15.847197
 - 	1400	-20.339836	-2.322753	15.647707
 - 	1401	-17.172455	-2.479376	14.998158
 - 	1402	-14.279571	-2.615634	14.115152
 - 	1403	-12.090531	-2.645445	13.404365
 - 	1404	-10.624537	-2.570107	13.111788
 - 	1405	-9.636776	-2.467449	13.203109
 - 	1406	-8.850023	-2.402930	13.514904
 - 	1407	-8.079146	-2.378326	13.935834
 - 	1408	-7.235049	-2.367124	14.425550
 - 	1409	-6.308745	-2.359925	14.928772
 - 	1410	-5.363359	-2.359585	15.276560
 - 	1411	-4.499803	-2.352724	15.217068
 - 	1412	-3.799908	-2.312150	14.612454
 - 	1413	-3.292519	-2.234842	13.539841
 - 	1414	-2.988478	-2.151119	12.203685
 - 	1415	-2.955118	-2.070490	10.837761
 - 	1416	-3.317639	-1.937344	9.672440
 - 	1417	-4.158128	-1.669301	8.901748
 - 	1418	-5.434310	-1.245026	8.593877
 - 	1419	-7.022924	-0.745814	8.582726
 - 	1420	-8.850949	-0.294920	8.484682
 - 	1421	-10.994855	0.051360	7.954125
 - 	1422	-13.656732	0.341234	6.997146
 - 	1423	-17.024157	0.636300	5.996532
 - 	1424	-21.123901	0.881750	5.374406
 - 	1425	-25.792919	0.925088	5.177935
 - 	1426	-30.792217	0.708236	5.006281
 - 	1427	-35.948364	0.380890	4.389292
 - 	1428	-41.158207	0.171867	3.220263
 - 	1429	-46.285282	0.187207	1.848098
 - 	1430	-51.140774	0.356127	0.822944
 - 	1431	-55.579857	0.520565	0.539679
 - 	1432	-59.553303	0.530605	1.044356
 - 	1433	-63.026180	0.304496	2.084291
 - 	1434	-65.860931	-0.128564	3.273913
 - 	1435	-67.812988	-0.657571	4.241855
 - 	1436	-68.660744	-1.187489	4.727550
 - 	1437	-68.343033	-1.686135	4.641479
 - 	1438	-66.972046	-2.152589	4.095736
 - 	1439	-64.728775	-2.588210	3.361695
 - 	1440	-61.748585	-3.002067	2.753814
 - 	1441	-58.064743	-3.415296	2.552651
 - 	1442	-53.610535	-3.819859	2.965766
 - 	1443	-48.270546	-4.119235	4.015382
 - 	1444	-41.969875	-4.152926	5.446829
 - 	1445	-34.773785	-3.827782	6.857036
 - 	1446	-26.966450	-3.222239	8.031052
 - 	1447	-19.072983	-2.520928	9.196297
 - 	1448	-11.793949	-1.848448	10.843567
 - 	1449	-5.862495	-1.230088	13.196690
 - 	1450	-1.851821	-0.707535	15.870800
 - 	1451	0.007428	-0.388108	18.061707
 - 	1452	-0.130046	-0.329444	19.080528
 - 	1453	-1.833667	-0.434573	18.740475
 - 	1454	-4.523439	-0.512100	17.274235
 - 	1455	-7.590889	-0.422373	15.037672
 - 	1456	-10.558968	-0.163293	12.457891
 - 	1457	-13.203961	0.144474	10.128702
 - 	1458	-15.519461	0.341244	8.657433
 - 	1459	-17.540712	0.315821	8.325329
 - 	1460	-19.207535	0.056013	8.903226
 - 	1461	-20.389656	-0.329501	9.775891
 - 	1462	-21.002094	-0.659770	10.315808
 - 	1463	-21.071030	-0.820169	10.242558
 - 	1464	-20.715578	-0.846369	9.667770
 - 	1465	-20.086689	-0.843568	8.871536
 - 	1466	-19.294060	-0.867547	8.138519
 - 	1467	-18.366106	-0.905567	7.701328
 - 	1468	-17.279087	-0.923433	7.606459
 - 	1469	-16.025784	-0.910079	7.662996
 - 	1470	-14.656262	-0.885166	7.653928
 - 	1471	-13.257985	-0.860623	7.532623
 - 	1472	-11.902704	-0.814402	7.386306
 - 	1473	-10.608859	-0.728610	7.328508
 - 	1474	-9.348647	-0.635645	7.455085
 - 	1475	-8.087914	-0.597845	7.803771
 - 	1476	-6.817959	-0.654934	8.308382
 - 	1477	-5.560855	-0.805083	8.830713
 - 	1478	-4.358577	-1.015910	9.249698
 - 	1479	-3.252418	-1.242277	9.514899
 - 	1480	-2.267470	-1.443082	9.647230
 - 	1481	-1.429124	-1.591647	9.698767
 - 	1482	-0.803423	-1.681810	9.694696
 - 	1483	-0.503993	-1.722363	9.639619
 - 	1484	-0.636357	-1.713774	9.579726
 - 	1485	-1.239946	-1.640286	9.582070
 - 	1486	-2.290577	-1.498146	9.641490
 - 	1487	-3.734678	-1.315366	9.674675
 - 	1488	-5.510562	-1.126814	9.599171
 - 	1489	-7.576294	-0.938046	9.359395
 - 	1490	-9.966309	-0.724706	8.881012
 - 	1491	-12.829257	-0.467964	8.078205
 - 	1492	-16.376766	-0.189423	6.952437
 - 	1493	-20.756037	0.052832	5.648392
 - 	1494	-25.942743	0.207244	4.401123
 - 	1495	-31.727318	0.265477	3.446275
 - 	1496	-37.790295	0.242460	2.924887
 - 	1497	-43.808216	0.125360	2.794903
 - 	1498	-49.517498	-0.106322	2.870508
 - 	1499	-54.711250	-0.406051	3.027175
 - 	1500	-59.217079	-0.663345	3.281613
 - 	1501	-62.903469	-0.781994	3.604445
 - 	1502	-65.688637	-0.759033	3.810079
 - 	1503	-67.517586	-0.720933	3.732002
 - 	1504	-68.338379	-0.848166	3.422051
 - 	1505	-68.108353	-1.232000	3.064569
 - 	1506	-66.824654	-1.813657	2.777265
 - 	1507	-64.547279	-2.440159	2.640810
 - 	1508	-61.369701	-2.956883	2.764231
 - 	1509	-57.355682	-3.271431	3.181206
 - 	1510	-52.502724	-3.364015	3.809206
 - 	1511	-46.764214	-3.253891	4.546163
 - 	1512	-40.128941	-2.960618	5.316385
 - 	1513	-32.720398	-2.505527	6.037199
 - 	1514	-24.869923	-1.947682	6.639054
 - 	1515	-17.132574	-1.394446	7.133945
 - 	1516	-10.206888	-0.964239	7.623828
 - 	1517	-4.757453	-0.728727	8.250838
 - 	1518	-1.227076	-0.676378	9.121962
 - 	1519	0.267731	-0.738734	10.202666
 - 	1520	-0.060512	-0.853394	11.254148
 - 	1521	-1.747525	-0.989741	11.936134
 - 	1522	-4.224580	-1.133573	12.045239
 - 	1523	-7.008479	-1.284041	11.651436
 - 	1524	-9.835469	-1.466204	10.986135
 - 	1525	-12.629506	-1.721848	10.267585
 - 	1526	-15.336392	-2.072676	9.655992
 - 	1527	-17.794168	-2.482808	9.254934
 - 	1528	-19.757313	-2.850202	9.059812
 - 	1529	-21.019806	-3.042580	8.939821
 - 	1530	-21.513023	-2.981748	8.748217
 - 	1531	-21.331367	-2.721201	8.450910
 - 	1532	-20.690157	-2.416027	8.102502
 - 	1533	-19.826406	-2.210039	7.738958
 - 	1534	-18.896751	-2.165679	7.370573
 - 	1535	-17.935713	-2.259426	7.054474
 - 	1536	-16.892309	-2.401064	6.901810
 - 	1537	-15.713803	-2.487353	7.010555
 - 	1538	-14.405640	-2.475672	7.416079
 - 	1539	-13.020065	-2.398818	8.098681
 - 	1540	-11.601007	-2.306223	9.014270
 - 	1541	-10.152868	-2.210129	10.079187
 - 	1542	-8.664587	-2.095276	11.113806
 - 	1543	-7.152035	-1.973401	11.853229
 - 	1544	-5.673137	-1.905223	12.083386
 - 	1545	-4.312722	-1.945371	11.804696
 - 	1546	-3.152295	-2.080249	11.239496
 - 	1547	-2.248012	-2.240977	10.637952
 - 	1548	-1.632168	-2.361488	10.088855
 - 	1549	-1.319042	-2.407224	9.530001
 - 	1550	-1.310255	-2.361042	8.896651
 - 	1551	-1.612876	-2.209683	8.238981
 - 	1552	-2.252461	-1.961021	7.710562
 - 	1553	-3.263740	-1.667218	7.435253
 - 	1554	-4.670714	-1.411240	7.383416
 - 	1555	-6.475078	-1.254386	7.395093
 - 	1556	-8.673368	-1.191739	7.305297
 - 	1557	-11.305725	-1.164321	7.006446
 - 	1558	-14.493435	-1.117237	6.426807
 - 	1559	-18.409685	-1.040702	5.541421
 - 	1560	-23.180880	-0.953433	4.423449
 - 	1561	-28.775246	-0.859521	3.236999
 - 	1562	-34.951462	-0.745571	2.161000
 - 	1563	-41.315277	-0.631574	1.331151
 - 	1564	-47.454193	-0.605252	0.831820
 - 	1565	-53.044762	-0.769018	0.694068
 - 	1566	-57.869125	-1.136977	0.891739
 - 	1567	-61.789497	-1.606282	1.365645
 - 	1568	-64.750313	-2.041377	2.039467
 - 	1569	-66.783615	-2.370823	2.780128
 - 	1570	-67.950348	-2.603286	3.384212
 - 	1571	-68.249374	-2.765393	3.693739
 - 	1572	-67.590866	-2.859039	3.747266
 - 	1573	-65.857498	-2.900126	3.756235
 - 	1574	-62.999226	-2.937485	3.917223
 - 	1575	-59.075947	-3.000453	4.293707
 - 	1576	-54.202316	-3.091940	4.859506
 - 	1577	-48.467117	-3.231586	5.601032
 - 	1578	-41.934505	-3.417219	6.572193
 - 	1579	-34.720100	-3.546177	7.831023
 - 	1580	-27.065727	-3.453648	9.302069
 - 	1581	-19.385002	-3.049356	10.746510
 - 	1582	-12.264742	-2.404025	11.924142
 - 	1583	-6.371826	-1.703816	12.790611
 - 	1584	-2.257419	-1.133015	13.492138
 - 	1585	-0.160799	-0.803005	14.139266
 - 	1586	0.057462	-0.739661	14.628269
 - 	1587	-1.173111	-0.881157	14.727375
 - 	1588	-3.305232	-1.111221	14.313452
 - 	1589	-5.857113	-1.342541	13.493803
 - 	1590	-8.544167	-1.564871	12.525427
 - 	1591	-11.276129	-1.806858	11.661685
 - 	1592	-14.011692	-2.081503	11.072654
 - 	1593	-16.612122	-2.373271	10.829954
 - 	1594	-18.839737	-2.642025	10.869340
 - 	1595	-20.479244	-2.826869	10.980352
 - 	1596	-21.446589	-2.873913	10.933702
 - 	1597	-21.802561	-2.772937	10.659654
 - 	1598	-21.681316	-2.556452	10.279996
 - 	1599	-21.193830	-2.275676	9.967256
 - 	1600	-20.385427	-1.986811	9.791284
 - 	1601	-19.280422	-1.731075	9.717149
 - 	1602	-17.950647	-1.511381	9.731587
 - 	1603	-16.519146	-1.306892	9.911973
 - 	1604	-15.100845	-1.114138	10.366680
 - 	1605	-13.752680	-0.960546	11.156981
 - 	1606	-12.474756	-0.882280	12.277441
 - 	1607	-11.246151	-0.896944	13.638967
 - 	1608	-10.049046	-0.993032	15.004566
 - 	1609	-8.859396	-1.141333	16.009409
 - 	1610	-7.638572	-1.316272	16.399767
 - 	1611	-6.359710	-1.506489	16.266254
 - 	1612	-5.049296	-1.702709	15.938819
 - 	1613	-3.796211	-1.878919	15.667653
 - 	1614	-2.714821	-1.996671	15.478063
 - 	1615	-1.900799	-2.033878	15.276073
 - 	1616	-1.412198	-2.008276	14.991263
 - 	1617	-1.275640	-1.964844	14.626282
 - 	1618	-1.505045	-1.936069	14.241158
 - 	1619	-2.116568	-1.920594	13.901286
 - 	1620	-3.127514	-1.896629	13.613688
 - 	1621	-4.540044	-1.840864	13.326840
 - 	1622	-6.338174	-1.732312	12.992532
 - 	1623	-8.529538	-1.552534	12.588361
 - 	1624	-11.195095	-1.295758	12.086307
 - 	1625	-14.478084	-0.980996	11.443731
 - 	1626	-18.520590	-0.651009	10.631670
 - 	1627	-23.397421	-0.361497	9.659939
 - 	1628	-29.052477	-0.168870	8.578677
 - 	1629	-35.251766	-0.105217	7.461779
 - 	1630	-41.613964	-0.151717	6.391080
 - 	1631	-47.730846	-0.253936	5.422522
 - 	1632	-53.301521	-0.364397	4.544956
 - 	1633	-58.188801	-0.472224	3.739534
 - 	1634	-62.366798	-0.610578	3.088048
 - 	1635	-65.811310	-0.824807	2.723893
 - 	1636	-68.422798	-1.127020	2.653252
 - 	1637	-70.042099	-1.492585	2.699224
 - 	1638	-70.536537	-1.893546	2.679453
 - 	1639	-69.870247	-2.316495	2.628306
 - 	1640	-68.103645	-2.743974	2.793025
 - 	1641	-65.348267	-3.137931	3.383543
 - 	1642	-61.721115	-3.454298	4.370309
 - 	1643	-57.300785	-3.663524	5.564672
 - 	1644	-52.092804	-3.745960	6.836228
 - 	1645	-46.049503	-3.671376	8.203874
 - 	1646	-39.158779	-3.391185	9.739919
 - 	1647	-31.553295	-2.868389	11.404943
 - 	1648	-23.583551	-2.141232	13.007724
 - 	1649	-15.815495	-1.357971	14.341476
 - 	1650	-8.919990	-0.725649	15.326324
 - 	1651	-3.485606	-0.392613	16.014498
 - 	1652	0.131518	-0.362042	16.462324
 - 	1653	1.852684	-0.515440	16.613287
 - 	1654	1.860565	-0.699839	16.351633
 - 	1655	0.563131	-0.799402	15.661674
 - 	1656	-1.507632	-0.783306	14.681019
 - 	1657	-3.879334	-0.721280	13.596028
 - 	1658	-6.290196	-0.732659	12.519974
 - 	1659	-8.683050	-0.895508	11.468164
 - 	1660	-11.067334	-1.190487	10.417000
 - 	1661	-13.385663	-1.511467	9.379325
 - 	1662	-15.480083	-1.726437	8.439718
 - 	1663	-17.142469	-1.759935	7.726005
 - 	1664	-18.192574	-1.643672	7.332594
 - 	1665	-18.552341	-1.488571	7.242151
 - 	1666	-18.281693	-1.410516	7.318276
 - 	1667	-17.551018	-1.471235	7.402810
 - 	1668	-16.589457	-1.650417	7.428091
 - 	1669	-15.638954	-1.852943	7.419635
 - 	1670	-14.882235	-1.954813	7.420994
 - 	1671	-14.360382	-1.864111	7.463405
 - 	1672	-13.965652	-1.566056	7.573591
 - 	1673	-13.533180	-1.131951	7.784239
 - 	1674	-12.953789	-0.682107	8.155060
 - 	1675	-12.220260	-0.327441	8.736812
 - 	1676	-11.386485	-0.132740	9.493425
 - 	1677	-10.494230	-0.112870	10.282914
 - 	1678	-9.542760	-0.246284	10.878255
 - 	1679	-8.524982	-0.492148	11.044462
 - 	1680	-7.480466	-0.804502	10.748886
 - 	1681	-6.495250	-1.140369	10.317011
 - 	1682	-5.648134	-1.462434	10.217164
 - 	1683	-4.971706	-1.737069	10.610695
 - 	1684	-4.466808	-1.927181	11.200529
 - 	1685	-4.145554	-1.995284	11.560614
 - 	1686	-4.057787	-1.928444	11.541682
 - 	1687	-4.274890	-1.759855	11.336051
 - 	1688	-4.845055	-1.557219	11.224222
 - 	1689	-5.765878	-1.380508	11.295443
 - 	1690	-7.004261	-1.236351	11.370923
 - 	1691	-8.543099	-1.069438	11.175609
 - 	1692	-10.417035	-0.812072	10.599408
 - 	1693	-12.724499	-0.451854	9.780592
 - 	1694	-15.614207	-0.052168	8.928522
 - 	1695	-19.240396	0.289356	8.119992
 - 	1696	-23.700932	0.496419	7.320645
 - 	1697	-28.980555	0.536970	6.549940
 - 	1698	-34.902351	0.418930	5.920057
 - 	1699	-41.122250	0.180628	5.513063
 - 	1700	-47.229698	-0.121635	5.291942
 - 	1701	-52.907322	-0.440248	5.151692
 - 	1702	-57.994183	-0.778744	5.031512
 - 	1703	-62.404877	-1.192313	4.938888
 - 	1704	-66.038765	-1.712711	4.867445
 - 	1705	-68.791969	-2.296315	4.758727
 - 	1706	-70.617332	-2.853942	4.555001
 - 	1707	-71.526245	-3.289942	4.241134
 - 	1708	-71.531708	-3.517773	3.843852
 - 	1709	-70.610657	-3.480430	3.426958
 - 	1710	-68.716736	-3.190824	3.096745
 - 	1711	-65.806580	-2.771396	2.995316
 - 	1712	-61.850094	-2.435221	3.244780
 - 	1713	-56.837147	-2.381103	3.851674
 - 	1714	-50.803726	-2.650255	4.652630
 - 	1715	-43.866535	-3.067284	5.404346
 - 	1716	-36.229408	-3.362390	6.004841
 - 	1717	-28.169764	-3.366125	6.667576
 - 	1718	-20.053038	-3.061766	7.870647
 - 	1719	-12.350404	-2.504809	10.026699
 - 	1720	-5.599014	-1.806635	13.060826
 - 	1721	-0.314185	-1.179337	16.319328
 - 	1722	3.122920	-0.867926	18.989473
 - 	1723	4.588206	-0.991465	20.593851
 - 	1724	4.290301	-1.475713	21.030428
 - 	1725	2.731180	-2.113525	20.327274
 - 	1726	0.539099	-2.673698	18.612915
 - 	1727	-1.761554	-3.029374	16.240240
 - 	1728	-3.911427	-3.231673	13.675632
 - 	1729	-5.902267	-3.440849	11.197516
 - 	1730	-7.825969	-3.775464	8.799741
 - 	1731	-9.719629	-4.217124	6.457577
 - 	1732	-11.488347	-4.641151	4.450796
 - 	1733	-12.930144	-4.927318	3.295966
 - 	1734	-13.863278	-5.035470	3.288421
 - 	1735	-14.260098	-5.001364	4.184894
 - 	1736	-14.257793	-4.898931	5.384748
 - 	1737	-14.055653	-4.791403	6.383017
 - 	1738	-13.823218	-4.688675	7.070107
 - 	1739	-13.669374	-4.546987	7.706619
 - 	1740	-13.608424	-4.306552	8.665442
 - 	1741	-13.517747	-3.939762	10.089835
 - 	1742	-13.185394	-3.482385	11.660238
 - 	1743	-12.464635	-3.021182	12.750644
 - 	1744	-11.409381	-2.641971	12.963497
 - 	1745	-10.259542	-2.365481	12.488729
 - 	1746	-9.254466	-2.124190	11.889404
 - 	1747	-8.406959	-1.826922	11.635056
 - 	1748	-7.460607	-1.456149	11.838977
 - 	1749	-6.128434	-1.094072	12.257363
 - 	1750	-4.461552	-0.856207	12.489855
 - 	1751	-3.115988	-0.781540	12.380939
 - 	1752	-2.398136	-0.828106	11.863595
 - 	1753	-1.048507	-1.110227	9.762257
 - 	1754			
 - 	1755			
 - 	1756			
 - 	1757			
 - 	1758			
 - 	1759			
 - 	1760			
 - 	1761			
 - 	1762			
 - 	1763			
 - 	1764			
 - 	1765			
 - 	1766			
 - 	1767			
 - 	1768			
 - 	1769			
 - 	1770			
 - 	1771			
 - 	1772			
 - 	1773			
 - 	1774			
 - 	1775			
 - 	1776			
 - 	1777			
 - 	1778			
 - 	1779			
 - 	1780			
 - 	1781			
 - 	1782			
 - 	1783			
 - 	1784			
 - 	1785			
 - 	1786			
 - 	1787			
 - 	1788			
 - 	1789			
 - 	1790			
 - 	1791			
 - 	1792			
 - 	1793			
 - 	1794			
 - 	1795			
 - 	1796			
 - 	1797			
 - 	1798			
 - 	1799			
 - 	1800			
 - 	1801			
 - 	1802			
 - 	1803			
 - 	1804			
 - 	1805			
 - 	1806			
 - 	1807			
 - 	1808			
 - 	1809			
 - 	1810			
 - 	1811			
 - 	1812			
 - 	1813			
 - 	1814			
 - 	1815			
 - 	1816			
 - 	1817			
 - 	1818			
 - 	1819			
 - 	1820			
 - 	1821			
 - 	1822			
 - 	1823			
 - 	1824			
 - 	1825			
 - 	1826			
 - 	1827			
 - 	1828			
 - 	1829			
 - 	1830			
 - 	1831			
 - 	1832			
 - 	1833			
 - 	1834			
 - 	1835			
 - 	1836			
 - 	1837			
 - 	1838			
 - 	1839			
 - 	1840			
 - 	1841			
 - 	1842			
 - 	1843			
 - 	1844			
 - 	1845			
 - 	1846			
 - 	1847			
 - 	1848			
 - 	1849			
 - 	1850			
 - 	1851			
 - 	1852			
 - 	1853	-58.733028	1.520623	-4.080639
 - 	1854	-58.660179	-0.186380	5.144561
 - 	1855	-56.484394	-0.874860	1.708508
 - 	1856	-54.445004	-1.347995	0.202581
 - 	1857	-51.815224	-2.091202	0.394955
 - 	1858	-48.556549	-2.925715	2.416243
 - 	1859	-44.577759	-3.553860	5.590473
 - 	1860	-39.875637	-3.786618	8.910913
 - 	1861	-34.563641	-3.635421	11.639652
 - 	1862	-28.809841	-3.220459	13.525445
 - 	1863	-22.783813	-2.657152	14.635569
 - 	1864	-16.655365	-2.008921	15.201159
 - 	1865	-10.657837	-1.305771	15.506809
 - 	1866	-5.175165	-0.602210	15.687143
 - 	1867	-0.743714	-0.025242	15.566052
 - 	1868	2.103409	0.261210	14.815252
 - 	1869	3.066567	0.188730	13.361036
 - 	1870	2.225485	-0.136539	11.604321
 - 	1871	0.014638	-0.525729	10.201468
 - 	1872	-2.939146	-0.853415	9.607123
 - 	1873	-6.012177	-1.099922	9.782672
 - 	1874	-8.755335	-1.298215	10.296239
 - 	1875	-11.007047	-1.482564	10.664417
 - 	1876	-12.864343	-1.681968	10.609042
 - 	1877	-14.510800	-1.931703	10.127477
 - 	1878	-16.039232	-2.256193	9.444773
 - 	1879	-17.396193	-2.618357	8.821369
 - 	1880	-18.461123	-2.902159	8.313755
 - 	1881	-19.156864	-2.974721	7.795170
 - 	1882	-19.477392	-2.776595	7.248526
 - 	1883	-19.454704	-2.358561	6.924075
 - 	1884	-19.133518	-1.850555	7.118853
 - 	1885	-18.535130	-1.405423	7.816679
 - 	1886	-17.630836	-1.142772	8.566730
 - 	1887	-16.409334	-1.096889	8.728103
 - 	1888	-14.984425	-1.209730	7.919037
 - 	1889	-13.582823	-1.384869	6.344974
 - 	1890	-12.406179	-1.543954	4.706020
 - 	1891	-11.524880	-1.653741	3.718509
 - 	1892	-10.883505	-1.730498	3.668711
 - 	1893	-10.353335	-1.818418	4.354300
 - 	1894	-9.783310	-1.950839	5.343563
 - 	1895	-9.060600	-2.119159	6.241722
 - 	1896	-8.160415	-2.273665	6.801723
 - 	1897	-7.140049	-2.366295	6.940008
 - 	1898	-6.084416	-2.395623	6.726120
